Unique,Text,Average Score,Type,source_id
19059$MSFT,"15 years after release, Windows XP is still the 3rd most popular OS even though it is no longer supported by $MSFT - https://t.co/7KKrXvUZnV",0.2,twitter,719532537614364672
19068$MSFT,"$MSFT $NFLX higher than I expected, $AAPL much lower, hmmm. https://t.co/eAb5oLbgzZ",0.43,twitter,719847471036375040
18905$MS,$NFLX more positive comments from $MS https://t.co/hTF8uQP7RL,0.085,twitter,719600087777812480
18276$MRW,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets https://t.co/NDpOU7CSOX $TSCO $MRW $SBRY #stocks #UKstocks,0.205,twitter,719563779378438144
17337$MRO,Morning Movers: Starbucks Slips on Downgrade; ArcelorMittal Gains https://t.co/rt3l3cSQCj @barronsonline $SBUX $MT $MRO $AVP $FAST,-0.093,twitter,719872154641244160
17811$MNK,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
17422$MJN,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
18440$MJN,@cek_cpa @ryanwallace198 @financialbuzz Guys - get into $WFM and $MJN.,0.415,twitter,710459573761662976
17716$MINE,$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w,0.12,twitter,719536774821867520
18366$MIL,Commented on ParkerVision Is An Aggressive Buy For 2016 https://t.co/wap6G2iWOu $APPL $INTC $ITC $MIL $NVDA $QCOM $RF $PRKR,0.306,twitter,719950370294792192
17626$MHLD,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
17422$MGM,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
17819$MFA,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
17737$MDXG,"Watching $STX $TOL $LEI Higher, $HTZ $MDXG $INSY lower. and maybe fade the metals gap.",-0.402,twitter,719507659741872128
17440$MDLZ,MarketWatch: RT wmwitkowski: Guess who sold off about $800 million in $MDLZ after losing about $1 billion on $VRX?… https://t.co/SHiJutyenv,-0.428,twitter,710236272896430080
17942$MDLZ,Bill Ackman just cut back on his biggest bet https://t.co/tnZ8COsXkz $MDLZ,-0.319,twitter,710224580300972033
18138$MCD,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
19058$MCD,"Indices are rallying today, but it seems like a lot of the ""highly covered companies"" are underperforming $AAPL $FB $AMZN $MCD $SPY",-0.174,twitter,710532693939916800
18483$MBLY,Long $TSLA short $MBLY https://t.co/jSpUSzo6na,-0.606,twitter,719531030185553920
19138$MAT,$MAT ripping early,0.325,twitter,719520758251147264
17185$MAR,$MAR Marriott in #Cuba: tremendous opportunity awaits https://t.co/MzhoNvxyy0... https://t.co/RNdcG8ftJt https://t.co/yDOikfHGzr,0.384,twitter,711750334209593344
17314$MAR,Shareholders welcome Marriott-Starwood deal $MAR  $HOT https://t.co/aCWfeIiZGA,0.322,twitter,719597174946992128
17789$MAR,"Marriott wins new Starwood deal by raising cash portion of bid, now worth $79.53/sh versus Anbang's $78/sh https://t.co/4l1xOSRM4E $HOT $MAR",0.557,twitter,711874651043926017
18602$MAR,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
18833$LYB,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-0.351,twitter,708960045799759872
17626$LXK,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
17422$LVS,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
18601$LVS,"Stocks I'm watching(and buy targets): $CSX 20, $LVS 40, $TGT 70",0.344,twitter,719682732712968192
19013$LOW,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",0.368,twitter,710143603524427777
17822$LNKD,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,0.129,twitter,710475186353475585
18523$LIT,"#Tesla: Great Company, Bad #Stock $TSLA https://t.co/94MMbk4KiO #ev #cleantech #lithium $lit #metals @kirillklip @ILCtsxv $gm $f @elonmusk",-0.086,twitter,719574528637202432
17716$LIFE,$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w,0.422,twitter,719536774821867520
17287$LH,Top holdings:  $AGN $ENDP $LH $PCRX $NBIX https://t.co/f0WGRAxPpU,0.311,twitter,719560724004126720
18780$LGF,Buy these 3 stocks while there's blood in the streets: https://t.co/J9RZkvZNeU $NXPI $IBM $LGF https://t.co/iDev2d4rfL,0.415,twitter,710792713709309952
17156$LEI,In Play Longs: $AU $CHK $CANF $HTS $LEI $NXPI $SA $SNE $STX $TOL,0.411,twitter,719517217247735808
17834$LCI,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
17811$LABU,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
17952$LABU,Added long at friday close  $SPY $LABU $BLUE $AMZN,0.513,twitter,719515579372077056
17962$LABU,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,0.488,twitter,709389876295110656
17149$KNDI,"$KNDI China electric car maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately. #TESLA #trade https://t.co/D9GreWOu6f",0.403,twitter,719528176096030720
17729$KNDI,"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",0.359,twitter,719528411430051840
18517$JWN,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,-0.619,twitter,719913433328553984
17657$JUNO,"$JUNO got some good news today, $CELG exercised its option to take CD19 program outside of N.A. & China & pay $50mln fee.",0.455,twitter,719669537201725440
18044$JPM,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.314,twitter,719599977480253440
18138$JPM,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18475$JPM,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.243,twitter,719599977480253440
17350$JNPR,yesterday we had sold short $27.5 $CSCO calls and that was a great call since we heard $JNPR news. Earnings will drive stock prices..,0.218,twitter,719858558142062592
17794$JNPR,Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,-0.366,twitter,719626846573232128
17941$JNPR,$JNPR cuts outlook down 6%.  Could see $CSCO $INTC fall in sympathy,-0.421,twitter,719661137411747840
18981$JNPR,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,-0.556,twitter,719623868495728640
18260$JNJ,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
17302$JJSF,"no trades today...currently 167.1% net long...ended the day down 1.64% due to $CASY (-2.7%), $NKE (-2.5%), $SRCL (-1.6%) and $JJSF (-1.6%)",0.067,twitter,719627436447535104
17821$JD,"3/4 Peter Smedley reiterates JD Sports Fashion BUY & ↑TP ahead of FY16 on Thurs 14 April ""forecast risk firmly on the upside"" $JD #Panmure",0.479,twitter,719781150554722304
19015$JD,$JD down 20% in after-hour market. anyone care to explain why?,-0.551,twitter,719646699178725376
19124$JD,Reasons for caution about Chinese stocks. $DANG $BIDU $JD $BABA https://t.co/lYumoGlzay,-0.317,twitter,719680445550587904
18138$IWM,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18986$IWM,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,0.46,twitter,719891468173844480
17834$IVZ,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
17819$IVR,downgrades $SON $ARI $GG $FLTX $WMC $MFA $IVR $CMI $PCAR $QLIK $AFOP $UNFI #stocks #investing #tradeideas,-0.463,twitter,719520125582503936
18366$ITC,Commented on ParkerVision Is An Aggressive Buy For 2016 https://t.co/wap6G2iWOu $APPL $INTC $ITC $MIL $NVDA $QCOM $RF $PRKR,0.306,twitter,719950370294792192
17184$IT,GG #PC shipments slid -9.6% to lowest quarterly total since 2007 #Dell dethrones $HPQ 1st time this decade $MSFT $IT https://t.co/0b2RRIWSV9,-0.295,twitter,719872449886744576
17555$ISRG,$ISRG Break out confirmed. Bought Leaps. Good trading!,0.36,twitter,711022398322008071
17600$ISRG,$ISRG What a move from 502 in Feb - Headed to all time highs. #Risk is some unforeseen safety issue with devices.,0.407,twitter,709715397608660992
17759$ISRG,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",0.406,twitter,709019023921561600
18260$ISRG,Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!,0.66,twitter,708399906990329856
18460$ISRG,"Going back in, but slowly; TC2000 alert example: $EDU- GLB; $TSE, $ISRG https://t.co/9yYNq3mvLe https://t.co/MKkfo2Fwfn",0.119,twitter,710793306100228096
18479$ISRG,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,0.489,twitter,719855932059074560
18502$ISRG,Worst #sentiment for #SP1500 #stocks at market close: $RAI $EBS $ISRG $BIG $XEC (2016/03/16) #stocktrading #predictiveanalytics #bigdata,-0.479,twitter,710193993833975809
19103$IRDM,"Breaking 52 week highs timing looks great now
$AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU",0.419,twitter,719939196627116032
17626$INVA,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
17373$INTU,"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses
  https://t.co/dR5baNun2u",0.229,twitter,719532953642999808
17700$INTU,$INTU Sheds Its PC Roots and Rises as a Cloud Software Company. https://t.co/4vRfIqntem,0.337,twitter,719497506808328192
17842$INTU,Intuit (#QCC): growing customers globally. We stay long https://t.co/SVQqC6mOZi #aviateUS #Compounders $INTU Capital At Risk,0.576,twitter,710867849078816769
17244$INTC,$INTC finally some nice downside move... looking for the 31 handle to break,-0.462,twitter,719891827529281536
17941$INTC,$JNPR cuts outlook down 6%.  Could see $CSCO $INTC fall in sympathy,-0.236,twitter,719661137411747840
18044$INTC,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.357,twitter,719599977480253440
18097$INTC,"$INTC & $AAPL strong, tech leads DOW higher",0.588,twitter,719529794262708224
18366$INTC,Commented on ParkerVision Is An Aggressive Buy For 2016 https://t.co/wap6G2iWOu $APPL $INTC $ITC $MIL $NVDA $QCOM $RF $PRKR,0.306,twitter,719950370294792192
18475$INTC,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.344,twitter,719599977480253440
18520$INTC,"Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise $INTC https://t.co/Ha2SLjFSd4",-0.302,twitter,719762401156034560
18627$INTC,Intel thinking of selling part of Intel Capital!  That's unusual. Could get up to $1B https://t.co/DQKOqiWQUI $INTC,0.296,twitter,708372116232515585
18994$INTC,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",-0.296,twitter,709741154393133056
17645$INTC,"$INTC and whole Semiconductor space looks interesting, chart wise $SMH  https://t.co/gkCftxgx53",0.328,twitter,719581208120844288
17737$INSY,"Watching $STX $TOL $LEI Higher, $HTZ $MDXG $INSY lower. and maybe fade the metals gap.",-0.342,twitter,719507659741872128
18164$INO,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,0.509,twitter,710496429974888448
17423$INCY,"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",0.574,twitter,719702076243238912
17274$ILMN,$ilmn piper Jeffries raises pt.  I remain long,0.467,twitter,719523999282278400
18840$ILMN,Just went long $ILMN,0.558,twitter,719528535036076032
17363$ILC.V,Looks like one of the best values #Lithium stocks in the space. $ILC.v @ILCtsxv #Tesla $TSLA #DYODD https://t.co/Accu3D2dkq,0.456,twitter,708380138988146688
19103$IGE,"Breaking 52 week highs timing looks great now
$AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU",0.419,twitter,719939196627116032
18441$ICPT,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,-0.317,twitter,719652260322476032
18328$IBM,Dow worst performers Chevron -0.47 and Nike -0.52 Best performers IBM +1.33 and Apple +1.48 $AAPL $NKE $IBM #stocks #investing,0.307,twitter,719541888940957696
18780$IBM,Buy these 3 stocks while there's blood in the streets: https://t.co/J9RZkvZNeU $NXPI $IBM $LGF https://t.co/iDev2d4rfL,0.415,twitter,710792713709309952
18994$IBM,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",-0.296,twitter,709741154393133056
17724$IBB,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,0.362,twitter,719558697362411520
18934$IBB,$FB and $IBB still weak with $USO and $SPY gaining,-0.355,twitter,719524511708770304
17162$IBB,$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,0.188,twitter,711956003999211521
17811$HZNP,2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ,-0.438,twitter,709834259687710720
17422$HTZ,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
17737$HTZ,"Watching $STX $TOL $LEI Higher, $HTZ $MDXG $INSY lower. and maybe fade the metals gap.",-0.409,twitter,719507659741872128
18441$HTZ,Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW,-0.317,twitter,719652260322476032
17156$HTS,In Play Longs: $AU $CHK $CANF $HTS $LEI $NXPI $SA $SNE $STX $TOL,0.411,twitter,719517217247735808
17834$HRTX,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
17834$HRS,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-0.464,twitter,709779449663721472
17184$HPQ,GG #PC shipments slid -9.6% to lowest quarterly total since 2007 #Dell dethrones $HPQ 1st time this decade $MSFT $IT https://t.co/0b2RRIWSV9,-0.336,twitter,719872449886744576
18833$HPCQ,Insiders Are Selling Facebook and Ford Motor $CBPO $F $FIT $FB $HPCQ $PRAH $NUAN $LYB https://t.co/15XRPpYNFz,-0.351,twitter,708960045799759872
17314$HOT,Shareholders welcome Marriott-Starwood deal $MAR  $HOT https://t.co/aCWfeIiZGA,0.322,twitter,719597174946992128
17789$HOT,"Marriott wins new Starwood deal by raising cash portion of bid, now worth $79.53/sh versus Anbang's $78/sh https://t.co/4l1xOSRM4E $HOT $MAR",0.332,twitter,711874651043926017
18602$HOT,"Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x",0.336,twitter,711907079296933888
18138$HON,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18894$HMC,"$TSLA is the only ""auto"" stock showing a gain year-to-date. $CARZ, $GM $TM and $HMC are down 10+ percent https://t.co/nVimTY0MLI",-0.334,twitter,719809923098521600
17409$HDSI,Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,0.208,twitter,719905644648632320
17709$HD,U.S. consumers keep cautious stance https://t.co/A92GDndgX8 #premarket $TGT $WMT $COST $HD,-0.258,twitter,709723193125175296
19013$HD,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",0.366,twitter,710143603524427777
18211$GWW,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",-0.105,twitter,719878510077038592
17422$GWPH,Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS,0.421,twitter,7.09778E+17
17425$GVP,"@REC_Zakaria Monday Bulls Are Out!
Stock Ticker- Michael James Ent.
Other picks $SBUX $GVP $NKE",0.457,twitter,719552380224827392
17669$GS,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,0.233,twitter,719844737478496256
18138$GS,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
17822$GRPN,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,0.129,twitter,710475186353475585
17626$GRA,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,0.481,twitter,719614954500857856
18230$GPRO,Equities recently tagged #undervalued by the ClosingBell community: $GBSN $AAPL $GPRO $AGN $AMZN https://t.co/KW5Vl5Pl0j,0.158,twitter,719540521576882176
17406$GOOGL,"It's a shame that I sold 1/4 of my shares at $185, but who knew what the stock would do & I was anxious to pay my student loans off. $GOOGL",0.363,twitter,711209963788627968
17518$GOOGL,$GOOGL has a weird base but it has tightened up the past few days into a decent handle.  Pretty tight for a month now actually.,0.189,twitter,7.19603E+17
17653$GOOGL,"There's no reason why $GOOGL can't get back to $1,000 within the next 3-5 years.",0.415,twitter,708446069856669697
17865$GOOGL,Google's decision to sell robot business exposes growing pains https://t.co/gK8zwyVgMo @ShiraOvide via @bfly $GOOGL https://t.co/JITgHii7kw,-0.289,twitter,710575829563138049
17868$GOOGL,"Flat week, my $SPY short premium will expire a full gain, however $GOOGL will expire a loss on the remaining 3/4.",-0.097,twitter,708375808793026560
17903$GOOGL,Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,0.465,twitter,719560961879728128
17994$GOOGL,Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,0.512,twitter,719494343816384512
18003$GOOGL,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
18138$GOOGL,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18218$GOOGL,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,0.561,twitter,719529163686850560
18246$GOOGL,Fed cuts rates forecast. Our calls go 100% in $FB $AAPL $GOOGL $FIT $FDX Get the Mojo!! https://t.co/QJZ7NwlAtl $SPY https://t.co/yIpqLnjI8t,0.449,twitter,710232348738985984
18312$GOOGL,$GOOGL is a short below 740 into the upper BB and is overbought,-0.48,twitter,708668814427348992
18548$GOOGL,@RanchoDinero Companies like $GOOGL just have cash to burn.,0.356,twitter,719940405341499392
18645$GOOGL,"Google (#GOOGL) looks to have a solid 2016, with high-teens EPS growth $GOOGL
https://t.co/Q7gt8Nu3Bi https://t.co/njMNJlo6EH",0.555,twitter,719571596462133248
18684$GOOGL,$GOOGL gets an upgrade price target $970,0.47,twitter,719506094939353088
18722$GOOGL,The People's Portfolio sold 20% of our concentrated stake in Alphabet(googl) $googl,-0.344,twitter,719614857704640512
18766$GOOGL,$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,0.516,twitter,719590747876384768
18795$GOOGL,Pivotal sees 27% upside for Alphabet https://t.co/bM7QAdwsrp $GOOGL $ABX $YHOO,0.372,twitter,719520383699824640
17295$GOOG,"$FB is taking the shine off $AAPL and $GOOG. As for $TWTR, no words.",-0.136,twitter,719945914270556160
17317$GOOG,It's a great step for #China to let $FB in. Hope China unlock $GOOG soon. China government has done wonderful job. https://t.co/A5qcJvCj3O,0.071,twitter,711251272322527232
17462$GOOG,Picking up a couple shares of $GOOG today so I can go to their shareholders meeting to demand better emoji support for Android. #activist,0.364,twitter,719914872062877696
17505$GOOG,Israel wants to tax $GOOG and $FCBK more and $CHKP CEO says taxes may make co leave https://t.co/U7nhwXAFhy + https://t.co/T4obqculvu,-0.265,twitter,719635462382579712
17716$GOOG,$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w,0.111,twitter,719536774821867520
18743$GOOG,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,0.181,twitter,7.19599E+17
18800$GOOG,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,-0.309,twitter,719573157825228800
18804$GOOG,$ACLZ has upside of more than +373pct! [Read Now] $FB $TWTR $GOOG $AAPL https://t.co/EZzIXiEm00,0,twitter,719880385103060992
18895$GOOG,"Why $TWTR is doomed in 1 chart $FB $GOOG
https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP",-0.07,twitter,719522846431670272
18966$GOOG,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,-0.066,twitter,719693593066258432
18652$GOOG,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,0.318,twitter,719619360973844480
18003$GOLD,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,0.408,twitter,719909604654624768
18965$GOGO,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",-0.318,twitter,711745824884187136
19163$GME,"Notable gainers among liquid option names this morning include $STX (+7.0%), $NEM (+4.6%), $WDC (+4.2%), $X (+4.1%), and $GME (+3.4%),",0.513,twitter,719544293606735872
18523$GM,"#Tesla: Great Company, Bad #Stock $TSLA https://t.co/94MMbk4KiO #ev #cleantech #lithium $lit #metals @kirillklip @ILCtsxv $gm $f @elonmusk",-0.065,twitter,719574528637202432
18894$GM,"$TSLA is the only ""auto"" stock showing a gain year-to-date. $CARZ, $GM $TM and $HMC are down 10+ percent https://t.co/nVimTY0MLI",-0.329,twitter,719809923098521600
18044$GLD,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.314,twitter,719599977480253440
18475$GLD,Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA,0.243,twitter,719599977480253440
17453$GILD,Infection worries prompt regulatory reviews of Gilead leukaemia drug $GILD https://t.co/H9vqXpZ15G via @YahooFinance,-0.401,twitter,708620553461047296
17724$GILD,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,0.285,twitter,719558697362411520
18014$GILD,"Last month we added to our $GILD position and started a new one in $BWLD
We see slow, steady, unspectacular growth going forward near term",0.422,twitter,719549571924422656
18138$GILD,$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh,0.529,twitter,719535506980265984
18255$GILD,Also picked up $CALM target 57 and $GILD target 115. $GILD has great upside potential https://t.co/F3RpMho8WL,0.51,twitter,709948124849115136
18416$GILD,"With $14B in cash, #Gilead $GILD shopping spree may continue! Hep C drugs #Harvoni & #Sovaldi made $20B in 2015! https://t.co/MVDE8tyRWE",0.361,twitter,719923191058210816
