id,Company Name (Original),Company Name (Fixed),Text,sentiment score,# Scores
318_BG,BG,BG Group,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,-0.209,3
318_Shell,Shell,Shell,Shell's $70 Billion BG Deal Meets Shareholder Skepticism,-0.345,3
319_BP,BP,BP,5 Years After BP Spill: What's Changed in Offshore Drilling,-0.468,2
32_Blinkbox,Blinkbox,Blinkbox,Tesco sells Blinkbox and broadband service to TalkTalk,0.039,3
32_TalkTalk,TalkTalk,TalkTalk,Tesco sells Blinkbox and broadband service to TalkTalk,0.136,3
32_Tesco,Tesco,Tesco PLC,Tesco sells Blinkbox and broadband service to TalkTalk,0.192,3
320_Tesco,Tesco,Tesco PLC,Tesco's boss knows which side his bread is buttered,0.183,2
321_BG,BG,BG Group,Shell offers 50 percent premium to buy BG for $70 billion,0.393,3
321_Shell,Shell,Shell,Shell offers 50 percent premium to buy BG for $70 billion,0.193,3
322_Tesco,Tesco,Tesco PLC,Tesco's deals with suppliers reflected a retailer with the wrong priorities,-0.328,3
323_RBS,RBS,Royal Bank of Scotland Group plc,Warning as RBS slumps to Â£446m loss,-0.782,3
324_WPP,WPP,WPP,WPP boosts sales despite cautious clients,0.251,3
325_AstraZeneca,AstraZeneca,AstraZeneca,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ...",0.289,2
329_RBS,RBS,Royal Bank of Scotland Group plc,Foreign exchange probes push RBS to Â£446m loss,-0.791,3
33_Pearson,Pearson,Pearson,Pearson expects to return to growth this year,0.238,3
330_WPP,WPP,WPP,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,0.109,2
331_GSK,GSK,GSK,GSK reveals strong trial results for shingles drug,0.402,3
332_Standard Life,Standard Life,Standard Life,Standard Life assets under administration up 5 pct to 312 bln pounds,0.268,3
333_Standard Chartered,Standard Chartered,Standard Chartered PLC,Standard Chartered Misses Estimates in Sands's Last Results,-0.438,3
334_Centrica,Centrica,Centrica PLC,Higher energy consumption fails to lift Centrica's Q1 results,-0.367,3
335_BG Group,BG Group,BG Group,Shell to buy BG Group in $69.7 billion takeover,0.415,3
335_Shell,Shell,Shell,Shell to buy BG Group in $69.7 billion takeover,0.25,3
336_HSBC,HSBC,HSBC,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.543,3
336_Standard Chartered,Standard Chartered,Standard Chartered PLC,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,0.556,3
337_Standard Life,Standard Life,Standard Life,Euro zone QE helps Standard Life first-quarter funds boost,0.426,3
343_BAE,BAE,BAE Systems,BAE may sell part of US intelligence and security business,0.102,3
344_Shell,Shell,Shell,Shell Targets Gains From Brazil to LNG With Takeover of BG Group,0.148,2
345_BG,BG,BG Group,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.3,2
345_Exxon,Exxon,ExxonMobil,Shell challenges Exxon dominance with 47 billion-pound bid for BG,-0.196,3
345_Shell,Shell,Shell,Shell challenges Exxon dominance with 47 billion-pound bid for BG,0.078,2
346_BP,BP,BP,REFILE-BP agrees UK gas pipeline stake sale to infrastructur,0.268,2
347_BG,BG,BG Group,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,0.37,3
347_Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,0.259,3
348_Morrisons,Morrisons,Morrisons,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...,-0.35,3
349_Diageo,Diageo,Diageo,City spirits sink after Diageo comes up short with sales slide,-0.521,3
350_Centrica,Centrica,Centrica PLC,Centrica prepared for takeover approach - chairman,0.111,3
351_BG Group,BG Group,BG Group,FTSE 100 movers: BG Group leads the charge as resource stocks jump,0.642,3
353_EasyJet,EasyJet,EasyJet,EasyJet Passenger Numbers And Load Factor Improve In March,0.371,3
354_Centrica,Centrica,Centrica PLC,Centrica's shareholders protest over new chief's pay package,-0.243,3
358_Diageo,Diageo,Diageo,Diageo receives reports from United Spirits on financial irregularities involving ...,-0.255,3
358_United Spirits,United Spirits,United Spirits,Diageo receives reports from United Spirits on financial irregularities involving ...,-0.272,2
36_Unilever,Unilever,Unilever,Unilever profit rises despite sales slump in China,0.213,3
360_Morrisons,Morrisons,Morrisons,Morrisons share price: Group trading director departs as management cull ...,-0.158,2
361_Emirates,Emirates,Emirates,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.724,3
361_Rolls-Royce,Rolls-Royce,Rolls-Royce,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,0.777,3
364_Weir Group,Weir Group,Weir Group,Weir Group sees continued fall in orders from oil and gas business,-0.382,3
365_Clydesdale Bank,Clydesdale Bank,Clydesdale Bank,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies,-0.707,3
366_Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell,Gabon Considering Back Tax Penalties Against Royal Dutch Shell,-0.426,3
367_Weir Group,Weir Group,Weir Group,CompaniesOil slump forces Weir Group into more job cuts,-0.501,2
368_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca immune system drug wins orphan status in rare cancer,0.394,3
369_HSBC,HSBC,HSBC,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",-0.214,3
369_StanChart,StanChart,Standard Chartered PLC,"Insight - Britain's bank tax jump threatens to push HSBC, StanChart to new home",-0.147,2
371_Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps",0.284,3
372_Tesco,Tesco,Tesco PLC,Tesco sales rise shows tentative recovery continues,0.256,3
373_BP,BP,BP,Payout from BP oil spill settlement tops $5 billion,-0.639,3
374_Diageo,Diageo,Diageo,Diageo sales disappoint as currency and comparatives leave bitter taste,-0.545,3
375_HSBC,HSBC,HSBC,"FTSE 100 moves lower, but HSBC outperforms",0.513,3
377_Tesco,Tesco,Tesco PLC,Here's my 10-point plan to make Tesco great again,0.09,2
379_Rolls-Royce,Rolls-Royce,Rolls-Royce,Silicon Fen' champion brings exacting approach to Rolls-Royce,0.099,3
38_Marks & Spencer,Marks & Spencer,Marks & Spencer,Tesco leads leap in FTSE 100; Marks & Spencer drops,-0.347,3
38_Tesco,Tesco,Tesco PLC,Tesco leads leap in FTSE 100; Marks & Spencer drops,0.389,3
381_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca profit down as sales of stalwarts fade,-0.405,3
382_Whitbread,Whitbread,Whitbread,"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",0.385,3
383_Shire,Shire,Shire,Shire dry eye drug fast-tracked by FDA,0.336,3
384_Standard Life,Standard Life,Standard Life,Standard Life hit by 'unprecedented' number of calls on pension freedoms,-0.282,3
385_WPP,WPP,WPP,WPP Q1 Revenue Rises Over 8% - Quick Facts,0.668,3
386_Citi,Citi,Citigroup,Fitch: Citi's 1Q'15 Reports Much Improved Results,0.378,3
387_Persimmon,Persimmon,Persimmon,"Persimmon makes strong start, but notes pre-election uncertainty",0.305,3
390_Tesco,Tesco,Tesco PLC,Dave Lewis admits long road ahead for Tesco recovery,-0.226,3
391_Glencore,Glencore,Glencore,Glencore blames rivals for creating metals glut,-0.331,2
394_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,Doubts grow over GlaxoSmithKline's $6 bln capital return plan,-0.221,3
395_easyJet,easyJet,EasyJet,easyJet leads Britain's FTSE lower as global bond rout resumes,-0.495,3
396_Sainsbury,Sainsbury,Sainsbury's,CompaniesSainsbury shares firm despite pre-tax loss,0.126,3
398_Imperial Tobacco,Imperial Tobacco,Imperial Tobacco,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,0.336,3
399_National Grid,National Grid,National Grid,EU membership vital for UK's energy market - National Grid CEO Steve Holliday,0.135,2
40_Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell,Royal Dutch Shell profit rises; dividend up 4%,0.65,3
401_BG Group,BG Group,BG Group,BG Group Still Happy With Shell's $70 Billion Offer,0.267,3
401_Shell,Shell,Shell,BG Group Still Happy With Shell's $70 Billion Offer,0.235,3
402_Meantime,Meantime,Meantime,SABMiller buys Meantime to quench thirst for craft beer,0.415,3
402_SABMiller,SABMiller,SABMiller,SABMiller buys Meantime to quench thirst for craft beer,0.296,3
403_Berkshire,Berkshire,Berkshire Hathaway Inc.,Buffett's Berkshire delivers 9.8% profit growth,0.668,3
404_Severn Trent,Severn Trent,Severn Trent,Severn Trent Profit Offsets Interest Rate Swap Losses,0.119,3
405_Aviva,Aviva,Aviva plc,Aviva shuts Friends Life head office in rapid integration move,-0.059,3
405_Friends Life,Friends Life,Friends Life,Aviva shuts Friends Life head office in rapid integration move,-0.09,3
408_Aberdeen Asset Management,Aberdeen Asset Management,Aberdeen Asset Management,Aberdeen Asset Management profit rises,0.417,3
409_Kingfisher,Kingfisher,Kingfisher,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.467,3
409_Sports Direct,Sports Direct,Sports Direct,Retailers Kingfisher and Sports Direct rise in Britain's share index,0.459,3
41_Deutsche Telekom,Deutsche Telekom,Deutsche Telekom,Deutsche Telekom to Spend $27 Billion on Network in Germany,0.262,3
411_Britvic,Britvic,Britvic,Cost savings help Robinsons maker Britvic to first-half profit,0.373,3
412_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,"GlaxoSmithKline targets growth across units, scraps ViiV IPO",0.229,3
413_Tesco,Tesco,Tesco PLC,Tesco share price closes higher as two more directors leave grocer,0.354,3
415_Tesco,Tesco,Tesco PLC,Tesco leads FTSE higher on Clubcard bid reports,0.453,3
416_ITV,ITV,ITV,ITV shares dip after update,-0.427,3
417_AstraZeneca,AstraZeneca,AstraZeneca,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,0.405,3
417_Eli Lilly & Co,Eli Lilly & Co,Eli Lilly & Co,Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,0.516,3
419_IBM,IBM,IBM,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.366,3
419_Wells Fargo,Wells Fargo,Wells Fargo,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo",0.422,3
42_Sports Direct,Sports Direct,Sports Direct,Sports Direct Shares Tumble as Founder Ashley Sells Shares,-0.596,3
420_Deloitte,Deloitte,Deloitte,Tesco names Deloitte as new auditor after accounting scandal,0.26,3
422_Old Mutual,Old Mutual,Old Mutual,"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",0.724,3
423_3i,3i,3i,FTSE ends higher; 3i Group leads after strong earnings,0.474,3
425_Shell,Shell,Shell,Protesters gather in Seattle to block access to Shell oil rig,-0.4,3
426_Land Securities,Land Securities,Land Securities,Land Securities warns of rent rises,-0.138,2
427_BP,BP,BP,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",-0.121,3
427_Halliburton,Halliburton,Halliburton,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",-0.042,3
429_GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,-0.408,3
43_Tesco,Tesco,Tesco PLC,"Cost cuts, asset sales and writedowns in store for Tesco",-0.019,3
430_Glencore,Glencore,Glencore,Glencore chief blames rivals' overproduction for share price fall,-0.301,3
431_Rolls-Royce,Rolls-Royce,Rolls-Royce,Rolls-Royce Holdings To Reduce 600 Employees In Its Marine Business,-0.474,2
432_Rio Tinto,Rio Tinto,Rio Tinto,UPDATE 1-Rio Tinto to sell aluminium assets in $1 bln deal -paper,0.262,3
435_BAT,BAT,BAT,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.152,2
435_Philip Morris,Philip Morris,Philip Morris,"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",-0.152,2
436_Shell,Shell,Shell,Shell's Arctic return faces hurdle at Seattle port,-0.261,3
438_Tesco,Tesco,Tesco PLC,Tesco's boardroom clearout continues,-0.168,3
439_Experian,Experian,Experian,Credit checker Experian reports fall in full-year profit,-0.39,3
440_Hargreaves Lansdown,Hargreaves Lansdown,Hargreaves Lansdown,Hargreaves Lansdown share price falls as costs mount - although pensions ...,-0.514,3
442_SSE,SSE,SSE,"SSE to Shut Coal-Fired Plant Amid Shift to Gas, Renewable Energy",0.056,2
444_Centrica,Centrica,Centrica PLC,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",0.195,2
444_Serco,Serco,Serco,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",0.122,3
447_Barclays,Barclays,Barclays,Barclays hit with record fine as six banks settle forex scandal,-0.771,3
448_Shell,Shell,Shell,UPDATE 1-Seattle flotilla protests Shell's Arctic drilling plans,-0.338,3
449_Cypress Semiconductor,Cypress Semiconductor,Cypress Semiconductor,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,0.306,3
449_Integrated Silicon Solution,Integrated Silicon Solution,Integrated Silicon Solution,UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,0.461,3
450_Land Securities,Land Securities,Land Securities,Land Securities share price: group reveals strong full-year results,0.74,3
451_Mondi,Mondi,Mondi,Questor share tip: Mondi shares jump 10pc on strong start,0.789,3
454_Nomura,Nomura,Nomura,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-0.739,3
454_RBS,RBS,Royal Bank of Scotland Group plc,"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",-0.69,3
455_Tesco,Tesco,Tesco PLC,Tesco to close remaining Homeplus stores in UK,-0.326,3
46_IAG,IAG,IAG,IAG closes in on Aer Lingus with increased offer,0.246,3
461_Land Securities,Land Securities,Land Securities,"Britain's FTSE gains, Land Securities up after dividend hike",0.549,3
463_Morrisons,Morrisons,Morrisons,Morrisons share price: Founder's son to assist CEO with turnaround,0.137,3
464_IMI,IMI,IMI,IMI posts drop in first-quarter organic revenue; warns on full year,-0.344,3
466_Barratt,Barratt,Barratt,"Britain's FTSE bounces back, Mondi and Barratt lead",0.558,3
466_Mondi,Mondi,Mondi,"Britain's FTSE bounces back, Mondi and Barratt lead",0.552,3
468_AstraZeneca,AstraZeneca,AstraZeneca,"AstraZeneca digs into precision medicine with lung, heart deals",0.205,3
47_NPS,NPS,NPS,Morning Agenda: Shire's Deal for NPS,0.193,2
47_Shire,Shire,Shire,Morning Agenda: Shire's Deal for NPS,0.195,2
470_Old Mutual,Old Mutual,Old Mutual,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,0.689,3
473_Kingfisher,Kingfisher,Kingfisher,Do it for me' trend underpins UK sales growth at Kingfisher,0.304,3
475_Rio Tinto,Rio Tinto,Rio Tinto,Mongolia and Rio Tinto agree $5bn Oyu Tolgoi mine expansion,0.3,3
476_Aldi,Aldi,Aldi,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.367,3
476_Lidl,Lidl,Lidl,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",0.372,3
477_Centrica,Centrica,Centrica PLC,"Centrica extends gas deals with Gazprom, Statoil",0.164,3
477_Gazprom,Gazprom,Gazprom,"Centrica extends gas deals with Gazprom, Statoil",0.199,3
477_Statoil,Statoil,Statoil,"Centrica extends gas deals with Gazprom, Statoil",0.239,3
479_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca to invest $285 mln in Swedish plant,0.252,3
480_Aberdeen AM,Aberdeen AM,Aberdeen Asset Management,"Aberdeen AM posts H1 outflows, says conditions to remain challenging",-0.364,3
481_Prudential,Prudential,Prudential,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says",0.43,3
483_BP,BP,BP,BP wins right to appeal some Gulf spill damages claims,0.236,3
484_Tesco,Tesco,Tesco PLC,Tesco set to put mobile unit for sale - FT,0.071,3
486_Tesco,Tesco,Tesco PLC,PRESS: Tesco Cuts 450 Jobs As Final Homeplus Stores Closed - Sky News,-0.61,2
488_Bunzi,Bunzi,Bunzl,"Britain's FTSE lags euro zone peers, Bunzl results cap market",0.36,2
49_AstraZeneca,AstraZeneca,AstraZeneca,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.242,3
49_Teva,Teva,Teva,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,0.476,3
491_Tesco,Tesco,Tesco PLC,CompaniesTesco sends supermarket shares to top of FTSE,0.583,3
492_Severn Trent,Severn Trent,Severn Trent,Severn Trent share price jumps as Canadian investor renews pursuit of utility,0.433,3
494_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca R&D boss Briggs Morrison leaves to head private drugmaker,-0.121,3
495_Morrisons,Morrisons,Morrisons,New Morrisons duo get former boss's support to diffuse investor tension,0.143,3
496_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey sells research chemicals unit to Thermo Scientific,0.273,3
496_Thermo Scientific,Thermo Scientific,Thermo Scientific,Johnson Matthey sells research chemicals unit to Thermo Scientific,0.286,3
497_Standard Life,Standard Life,Standard Life,Standard Life slips as Greek worries peg back Britain's FTSE,-0.407,3
498_Morrisons,Morrisons,Morrisons,Morrisons escapes FTSE relegation,0.177,3
499_Barclays,Barclays,Barclays,S&P downgrades Barclays and RBS on government bailout fears,-0.52,3
499_RBS,RBS,Royal Bank of Scotland Group plc,S&P downgrades Barclays and RBS on government bailout fears,-0.53,3
500_Old Mutual,Old Mutual,Old Mutual,Gross Wins Back $272 Million Fund as Old Mutual Keeps Faith,0.275,2
502_Cairn Homes,Cairn Homes,Cairn Homes,Irish housebuilder Cairn Homes plans London listing,0.189,3
505_HSBC,HSBC,HSBC,UK stocks fall as HSBC overhaul fails to impress,-0.384,3
506_Smith & Nephew,Smith & Nephew,Smith & Nephew,Smith & Nephew recalls hip-replacement components,-0.522,3
507_Arm,Arm,ARM Holdings plc,Arm slammed by handset sales outlook,-0.41,3
508_Worldpay,Worldpay,Worldpay,Worldpay readies for Â£6bn London float,0.162,2
510_Royal Mail,Royal Mail,Royal Mail,UPDATE 1-UK to start selling remaining Royal Mail shares,-0.278,3
511_LSE,LSE,London Stock Exchange Group,CompaniesLSE adds ex-SEC head Schapiro to board,0.076,3
512_Morrisons,Morrisons,Morrisons,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,0.362,2
512_Tesco,Tesco,Tesco PLC,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,-0.41,3
516_Standard Chartered,Standard Chartered,Standard Chartered PLC,FTSE 100 flat; Standard Chartered leads risers,0.589,3
519_Standard Life,Standard Life,Standard Life,Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,-0.09,3
52_Aer Lingus,Aer Lingus,Aer Lingus,Passengers rise at EasyJet and Aer Lingus,0.346,3
52_EasyJet,EasyJet,EasyJet,Passengers rise at EasyJet and Aer Lingus,0.329,3
520_Dixons Carphone,Dixons Carphone,Dixons Carphone,Dixons Carphone profit boost on strong sales,0.478,3
521_Sainsbury,Sainsbury,Sainsbury's,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.334,2
521_StanChart,StanChart,Standard Chartered PLC,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",0.465,3
524_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey profit lifted by metals unit sale,0.407,3
527_Severn Trent,Severn Trent,Severn Trent,Canadian Pension fund Borealis renews pursuit of Severn Trent : report,0.357,3
529_Diageo,Diageo,Diageo,FTSE steadies around 2-month low Diageo shares surge,0.361,3
530_Johnson Matthey,Johnson Matthey,Johnson Matthey,"Royal Mail, Johnson Matthey lead FTSE lower",-0.408,3
530_Royal Mail,Royal Mail,Royal Mail,"Royal Mail, Johnson Matthey lead FTSE lower",-0.438,3
531_Aviva,Aviva,Aviva plc,Aviva closes three offices as 1500 job cuts begin,-0.485,2
534_Royal Bank of Scotland Group plc,Royal Bank of Scotland Group plc,Royal Bank of Scotland Group plc,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...,-0.295,3
539_Sainsbury,Sainsbury,Sainsbury's,Sainsbury sales slip again as price pressures take a toll,-0.303,3
540_Sophos,Sophos,Sophos,Sophos aims to raise $100m in London IPO,0.214,3
541_Barclays,Barclays,Barclays,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,0.149,3
541_Lehman,Lehman,Lehman,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,0.164,2
542_Tesco,Tesco,Tesco PLC,Tesco made a bit of a crucial error in this promotion for Ramadan...,-0.265,3
543_Royal Mail,Royal Mail,Royal Mail,CompaniesRoyal Mail stake sale delivers Â£750m for taxpayer,-0.109,3
545_Borealis Infrastructure,Borealis Infrastructure,Borealis Infrastructure,Borealis Infrastructure putting together new Severn Trent bid,0.154,3
545_Severn Trent,Severn Trent,Severn Trent,Borealis Infrastructure putting together new Severn Trent bid,0.214,3
546_easyjet,easyjet,EasyJet,"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",-0.414,3
547_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey share price slumps as company posts full-year results,-0.626,3
548_Barclays,Barclays,Barclays,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,0.199,3
548_Lehman,Lehman,Lehman,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,0.239,2
55_Blinkbox,Blinkbox,Blinkbox,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,-0.195,3
55_Tesco,Tesco,Tesco PLC,Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,-0.335,3
551_Tesco,Tesco,Tesco PLC,"Tesco is the worst big supermarket for treating suppliers fairly, according to ...",-0.464,3
552_Petrofac,Petrofac,Petrofac,Petrofac books further Â£30m cost for Shetland gas terminal delays,-0.343,3
553_Petrofac,Petrofac,Petrofac,Petrofac share price rises despite Â£30m costs on North Sea project,0.09,3
554_Whitbread,Whitbread,Whitbread,Whitbread boss Andy Harrison defends sales fall as 'just a blip',-0.1,3
555_Barclays,Barclays,Barclays,Barclays share price subdued as bank faces fresh forex probe,-0.373,3
556_Actelion,Actelion,Actelion,CompaniesActelion shares hit record on Shire takeover talk,0.721,3
556_Shire,Shire,Shire,CompaniesActelion shares hit record on Shire takeover talk,0.345,3
558_Lloyds Banking Group,Lloyds Banking Group,Lloyds Banking Group PLC,Britain cuts Lloyds Banking Group stake to below 17 pct,-0.317,3
559_Lloyds Bank,Lloyds Bank,Lloyds Banking Group PLC,Lloyds Bank Is Said to Face Potential Fine Over Handling of Insurance Complaints,-0.468,3
56_NPS,NPS,NPS,"FDA approves NPS drug, in move validating Shire takeover deal",0.364,3
56_Shire,Shire,Shire,"FDA approves NPS drug, in move validating Shire takeover deal",0.332,3
562_Lloyds,Lloyds,Lloyds Banking Group PLC,3p PPI payout for Lloyds customer,0.068,3
563_LSE,LSE,London Stock Exchange Group,LSE gets Hong Kong regulatory nod to HK firms to become LSE members,0.247,3
567_Diageo,Diageo,Diageo,Britain's FTSE recovers two-month low after Diageo shares rally on bid report,0.442,3
57_Pearson,Pearson,Pearson,Pearson Forecasts Rising Earnings as Reorganization Pays Off,0.386,3
572_Petrofac,Petrofac,Petrofac,Petrofac's order backlog rises to 13 billion pounds,0.348,3
573_Diageo,Diageo,Diageo,Diageo Shares Surge on Report of Possible Takeover by Lemann,0.481,3
573_Lemann,Lemann,Lemann,Diageo Shares Surge on Report of Possible Takeover by Lemann,0.415,2
575_Cuadrilla,Cuadrilla,Cuadrilla,Cuadrilla and protesters await Lancashire fracking decision,-0.114,3
576_RBS,RBS,Royal Bank of Scotland Group plc,RBS chairman admits surprise at size of regulatory penalties,-0.333,3
577_ITV,ITV,ITV,ITV Acquires 'Poldark' Production Company Mammoth Screen,0.197,3
578_Royal Mail,Royal Mail,Royal Mail,"Royal Mail needs to deliver on modernisation plans, post haste",-0.046,3
579_Aberdeen,Aberdeen,Aberdeen Asset Management,Aberdeen to raise 100 mln stg to seed new funds,0.337,3
58_Morrisons,Morrisons,Morrisons,Morrisons helps FTSE edge higher energy shares slip,0.376,3
580_London Stock Exchange Group,London Stock Exchange Group,London Stock Exchange Group,London Stock Exchange Group appoints Royal Mail's Donald Brydon to replace ...,0.141,2
582_Tesco,Tesco,Tesco PLC,"FTSE ends lower on weaker miners, Tesco outperforms",0.402,3
583_Lloyds,Lloyds,Lloyds Banking Group PLC,Lloyds sells Irish loan portfolio for Â£827m,0.177,3
585_Aberdeen Asset Management,Aberdeen Asset Management,Aberdeen Asset Management,MOVES-Ex-shadow minister McClymont joins Aberdeen Asset Management,0.022,3
586_Barclays,Barclays,Barclays,Barclays to speed up cost-cuts after new mis-selling hit,-0.25,3
587_Barclays,Barclays,Barclays,Barclays share price: Investment bank to shrink further despite CEO exit,-0.294,3
588_Barclays,Barclays,Barclays,Barclays said to be cutting 150 investment bank jobs,-0.456,2
590_Johnson Matthey,Johnson Matthey,Johnson Matthey,Johnson Matthey raises prospect of investor payout,0.281,3
592_London Stock Exchange,London Stock Exchange,London Stock Exchange Group,London Stock Exchange unit in talks to operate Plato venue,0.144,3
593_InterContinental,InterContinental,InterContinental Hotels Group,InterContinental Hotels Denies Reports of Starwood Merger Talks,-0.007,3
593_Starwood,Starwood,Starwood,InterContinental Hotels Denies Reports of Starwood Merger Talks,-0.078,3
594_Barclays,Barclays,Barclays,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,0.457,3
594_Hikma,Hikma,Hikma,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,0.452,3
596_Shell,Shell,Shell,US walrus protections hit Shell's Arctic drilling plan,-0.264,3
6_BP,BP,BP,BP asks for lower fine in penalty phase of Gulf spill trial,-0.16,3
60_Ocwen,Ocwen,Ocwen,Ocwen Reaches Settlement With California Regulator,0.171,3
601_AstraZeneca,AstraZeneca,AstraZeneca,FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,0.42,3
602_AstraZeneca,AstraZeneca,AstraZeneca,AstraZeneca suffers setback after drug fails to treat eye cancer,-0.392,3
603_Arm,Arm,ARM Holdings plc,Arm buoyed by race to build the internet of things,0.352,3
604_Royal Mail,Royal Mail,Royal Mail,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength,0,3
606_Royal Mail,Royal Mail,Royal Mail,Royal Mail shares fall as Ofcom publishes discussion document,-0.349,3
607_Economist Group,Economist Group,Economist Group,Pearson in Talks to Sell Its Stake in the Economist Group,0.172,3
609_BP,BP,BP,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...,-0.83,3
61_Barclays,Barclays,Barclays,New York says Barclays not cooperating in 'dark pool' probe,-0.599,3
610_Lloyds,Lloyds,Lloyds Banking Group PLC,"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",-0.263,3
613_British American Tobacco,British American Tobacco,British American Tobacco plc,British American Tobacco first-half sales hurt by currency moves,-0.346,3
614_RSA Insurance,RSA Insurance,RSA Insurance,Zurich Insurance Considering Offer for UK Rival RSA Insurance,0.376,3
614_Zurich Insurance,Zurich Insurance,Zurich Insurance,Zurich Insurance Considering Offer for UK Rival RSA Insurance,0.25,3
615_Blueprint,Blueprint,Blueprint,Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,0.256,3
616_Financial Times,Financial Times,Financial Times,Japan's Nikkei lands Financial Times in $1.3 billion deal,0.296,3
616_Nikkei,Nikkei,Nikkei,Japan's Nikkei lands Financial Times in $1.3 billion deal,0.262,3
617_RBS,RBS,Royal Bank of Scotland Group plc,Exclusive - Britain targets sale of half its RBS stake in two years: sources,-0.298,3
621_BG Group,BG Group,BG Group,UPDATE 1-BG Group's record output limits oil price fallout,0.146,3
