TITLE,UsingResource,
MARKET SNAPSHOT: US Stocks Fall Amid China Worries,0,0
Markets hold breath as China's shadow banking grinds to a halt,0,0
US stock market slips in midday trading after discouraging news on Chinese  ...,0,0
"MARKET SNAPSHOT: US Stocks Held Back By China; Chiquita, FMC Gain",0,0
Stocks move lower on discouraging news from Asia,0,0
"US stocks open lower on weak Asian data, Ukraine",0,0
Yen rises after China posts weaker export data,0,0
Asian shares slip after weak data,0,0
Asian shares start week with drop,0,0
"Asian stocks tumble on weak China, Japan data",0,0
Asian and European industrial health under scrutiny this week,0,0
Cool Mark Carney chills out with Treasury select committee,0,0
RBS might have to move says Carney,Carney,1
Bank of England overhauls regulatory oversight in response to FX allegations,0,0
Carney: RBS may have to leave independent Scotland,Carney,1
Questions Of Trust As Bank Quizzed Over Forex,0,0
"Forex rigging claims could prove to be bigger scandal than Libor, says Carney",Carney,1
British banking system under spotlight as trust falls,0,0
Has Britain's monetary policy started a future crisis?,0,0
"Mark Carney on Scotland, rates, QE and the housing boom",Mark Carney,1
UK in extraordinary times - Carney,Carney,1
UPDATE 2-Bank of England announces shake-up as it probes FX case,0,0
Mark Carney: FX allegations more serious than Libor scandal,Mark Carney,1
Carney Says Employee Suspended for Failing to Raise Alarm on FX,Carney,1
Bank to appoint new deputy governor,0,0
GBP/USD dips as Carney sees room for to keep policy loose,0,0
Bank of England Destroys Tapes of Meetings After Minutes Published,0,0
Mark Carney: Independent Scotland must sign up for the euro to join the EU,Mark Carney,1
Forex investigation 'extremely serious' - Carney,Carney,1
Carney pledges to push BoE FX investigations 'all the way',Carney,1
BoE could act as lender-of-last-resort for Scottish banks,0,0
Carney: RBS may have to move HQ to England if Scots vote for independence,Carney,1
London shares fall as banks sink after Carney's forex warning,0,0
Bank of England chief grilled over forex scandal,0,0
Forex - GBP/USD trims losses but remains under pressure,0,0
Sterling holds ground despite notes of caution from BoE,0,0
"Bank Of England Record Keeping Has 'Shades Of Nixon', Say MPs",MPs,1
Bank of England comes under over lax rigging control,0,0
Carney says BoE will never fully unwind QE,Carney,1
"FTSE100 down on Wall St dips; China, Ukraine fears",0,0
Carney says UK economy not close to overheating,Carney,1
FX Fixing Scandal: BoE Claims 'No Evidence' of Knowing Currency Manipulation  ...,0,0
Bank of England chief to address forex accusations,0,0
UK lawmaker says BoE's handling of forex probe 'not encouraging',UK lawmaker,1
UK lawmaker says BoE handling of forex probe 'not encouraging',UK lawmaker,1
FTSE aided by bullish US markets,0,0
"UK lawmaker says BoE's handling of forex probe ""not encouraging""",UK lawmaker,1
Scottish Independence: BoE Warns RBS HQ to Move and 'Volatile' Scottish  ...,0,0
Lawmakers grilled the Bank of England chief to explain moves on foreign  ...,0,0
Pound Forecasts Boosted to Highest Since 2011 on BOE Rate Bets,0,0
Scottish independence might force Bank of Scotland move: Carney,Carney,1
RBS might be forced out of an independent Scotland,0,0
Mark Carney grilled over foreign exchange scandal,0,0
Regulators Question Bank Of England Chief Over Forex Scandal,0,0
"On 11 March 2014, members of the Treasury Committee held an evidence  ...",0,0
"Business news and markets: as it happened - March 11, 2014",0,0
"Interest rate rise will not be delayed by general election, says Mark Carney",Mark Carney,1
£260000 to save financial markets as we know them,0,0
Bank of England to Appoint Deputy in Charge of Markets and Banking,0,0
Bank of England in shake-up after rate manipulation criticism,0,0
Carney: Estimate for rates to hit 2-3% 'not unreasonable',Carney,1
"RBS headquarters may move to UK, Carney says",Carney,1
UK Financial Conduct Authority says not investigating BoE over FX rigging,UK Financial Conduct Authority,1
'Distinct possibility' RBS will have to leave independent Scotland,0,0
BOE to Get Fourth Deputy Governor as Carney Fights Rigging Claim,0,0
BOE Officials Divided on Economy as Industrial Output Stalls -- 2nd Update,0,0
The Royal Bank of Scotland may have to move outside of Scotland if voters back  ...,0,0
Forex - Pound at 2-week lows vs. dollar after Carney remarks,Forex,1
BOE to tighten oversight as forex questions persist,0,0
Carney: RBS could leave independent Scotland,Carney,1
Bank of England eyes regulation as it hits back over forex allegations,0,0
Governor promises 'ruthless' probe into forex rate-fixing allegation,0,0
Business Live: Mark Carney quizzed by MPs,Business Live,1
Carney pledges to push BoE FX investigations all the way,Carney,1
Forex rigging 'as serious as' Libor scandal,0,0
Scottish Independence: RBS 'could move to England',0,0
UPDATE 1-RBS might have to leave an independent Scotland-BoE's Carney,BoE's Carney,1
Iditarod: 5 memorable ends to the 1000-mile race,0,0
Scottish Independence: Mark Carney Warns Currency Union Must Be As 'Viable  ...,0,0
Forex scandal: What is that all about?,0,0
BoE Governor Mark Carney on Inflation Report,BoE Governor Mark Carney,1
Bank of England Moving 'Relentlessly' on Forex Allegations,0,0
Carney looks to maintain BOE's integrity over FX probe,0,0
Bank of England's Paul Fisher: 'It's not our job to go hunting for market wrongdoing',Paul Fisher,1
RBS might have to leave an independent Scotland - BoE's Carney,BoE's Carney,1
Pound to US Dollar (GBP/USD) Exchange Rate slipped to two-week low in light  ...,0,0
Carney: RBS might have to leave independent Scotland,Carney,1
EUR/GBP: the Bank of England Governor Mark Carney testified at a hearing of  ...,0,0
Mark Carney: 'no regrets' over interest-rate policy,Mark Carney,1
BoE's Carney Sees More Slack In Economy,0,0
Carney confirmsBank neutrality on currency union,Carney,1
BoE's Carney says UK economy not close to overheating,BoE's Carney,1
Carney says rates could rise to 3% by 2017,Carney,1
BOE Officials Divided on Economy as Industrial Output Stalls,0,0
BoE's Mark Carney: British Business Has Room to Hire,BoE's Mark Carney,1
BoE to create deputy governor position for markets and banking,0,0
Bank of England to Restructure After Forex Allegations,0,0
Carney: Strategic shake-up at Bank of England,Carney,1
"Bank of England moving ""relentlessly"" on FX allegations - Carney",Carney,1
BoE's Carney on Scottish independence and the currency manipulation scandal,BoE's Carney,1
HIGHLIGHTS-Bank of England's Carney faces questions about foreign  ...,0,0
Carney stresses low-rate message,0,0
"Bank of England has no control over soaring house prices, Mark Carney tells MPs",Mark Carney,1
"Bank of England may never fully unwind money printing, says Mark Carney",Mark Carney,1
Forex News: GBP/USD: UK economy not yet overheated - BoE's Carney,BoE's Carney,1
Carney Touts BOE Low-Rate Pledge as Weale Dissents on Slack,0,0
BOE to Get Fourth Deputy Governor - Carney,Carney,1
"Bank of England chief grilled over forex scandal - WBOC-TV 16, Delmarvas  ...",0,0
Carney faces questions about foreign exchange scandal,0,0
Scottish independence: RBS move to England 'a distinct possibility' says Carney,Carney,1
Mark Carney faces lawmakers over FX,0,0
Carney Touts BOE Low-Rate Pledge as Weale Dissents on Slack (1),0,0
BOE Officials Divided on Economy,0,0
Mid-Day Report: Sterling Remains Pressured after BoE Carney,0,0
Recap: Mark Carney Faces Lawmakers Over FX,0,0
Bank of England Governor Carney questioned over 'rate fixing',0,0
RBS Could Move HQ to England if Scotland Joins EU,0,0
BoE's Mark Carney: 2015 General Election Won't Affect UK Interest Rate Hike,BoE's Mark Carney,1
Why the Bank of England needs to stop deleting historical records,0,0
The return of big bonuses,0,0
FTSE down as BoE defends guidance policy,0,0
"HIGHLIGHTS-Bank of England's Carney, other policymakers speak in parliament",0,0
UPDATE 1-BoE's Carney says UK economy not close to overheating,BoE's Carney,1
'UK economy not close to overheating',0,0
"British Pound (GBP) LIVE: Sterling Volatile, Bank of England MPC Give Testimony",Bank of England MPC,1
How might forex market be rigged?,0,0
Carney Testimony The Key To Sterling Today,0,0
Carney: UK recovery picking up but BoE not growing complacent,Carney,1
Mark Carney: Bank Of England Can't Stop UK House Price Inflation,Mark Carney,1
Charlie Bean: Stronger Pound Hindering UK Exports Amid Unbalanced Recovery,Charlie Bean,1
BoE's Carney says worried UK mortgage underwriting standards could deteriorate,BoE's Carney,1
Forex news: GBP/USD tumbles as BoE's Bean decries sterling strength,Forex news,1
"MARKET COMMENT: UK Stocks Fall Amid Mixed UK, European Data",MARKET COMMENT,1
Carney Pushes Low-Rate Message as Weale Dissents on Slack,0,0
FTSE 100: This morning's risers and fallers,0,0
Europe gets set to take a stand against Russia,0,0
Bank of England boss Charlie Bean on visit to Teesside,0,0
UK Industrial Growth Slows Sharply,0,0
BOE's Carney defends forward guidance to lawmakers,0,0
Mark Carney to be quizzed by MPs over forex fixing today,0,0
BoE's Carney says UK economy's spare capacity may be more than 1.5 percent,BoE's Carney,1
"TIMELINE-The FX ""fixing"" scandal",0,0
BoE's Mark Carney says UK economy's spare capacity may be more than 1.5%,BoE's Mark Carney,1
"March 11, 2014, 8:57 pm",0,0
London open: Stocks edge higher ahead of UK data,0,0
BoE's Carney says UK economy's spare capacity may be more than 1.5 pct,BoE's Carney,1
What Role Did the BOE Play in Alleged FX Rigging?,0,0
Mark Carney faces MPs over forex fixing investigation,0,0
Bank of England governor to testify on burgeoning foreign exchange trading  ...,0,0
Carney faces MPs over fixing probe,0,0
Mark Carney to be quizzed by MPs over forex fixing,0,0
Carney Faces Currency Grilling as BOE Accused of Complacency,0,0
Carney Faces Grilling as BOE Accused of Complacency,0,0
MPs Quiz Carney over Rate Fix,0,0
Bank on our support to aid recovery' - Bank of England deputy governor,Bank of England deputy governor,1
UK MPs to grill Carney over forex supervision,0,0
MPs to grill Carney over forex,0,0
UK base rates 'likely to remain at 2-3% for an extended period after rising',0,0
High noon for Bank of England in fix fiasco,0,0
Mark Carney Currency-Manipulation Scandal,0,0
Carney to answer questions on currency union,0,0
Bean worried that sterling's rise puts exporters at risk,0,0
FX Fixing Scandal: US Financial Regulators Open Fresh Investigations,0,0
"Mark Carney To Be Grilled On Scottish Independence, Interest Rates And Markets",0,0
Deputy Governor of the Bank of England meets North-East bosses,0,0
Mark Carney to face tough questions over Bank of England oversight,0,0
Charlie Bean hails interest rate hike as sign of recovery,0,0
Carney's Currencies Crunch Time,0,0
Stronger sterling could delay Bank of England rate rise - BoE's Bean,BoE's Bean,1
"Don't worry about rate rise, says deputy Bank governor",deputy Bank governor,1
Carney Faces Leadership Test as Currency Scandal Snares BOE,0,0
BoE's Bean: If sterling rises further rate hike will be postponed,BoE's Bean,1
Stronger sterling would delay Bank of England rate rise - BoE's Bean,BoE's Bean,1
Carney Faces Grilling as Currency Scandal Snares BOE,0,0
"Carney in firing line over guidance, forex probe, in this week in Europe",0,0
BoE's Carney braced for grilling in forex probe,0,0
Bank of England reveals concern about strength of sterling,0,0
Bean Sees BOE Key Rate Settling Below 3% After Increases Begin,0,0
BOE's Bean: Sterling Rise Will Hit Exports,BOE's Bean,1
Bank keeping a 'beady eye' on roaring housing market,0,0
Bank of England hold interest rates at 0.5%,0,0
Charlie Bean: Sustaining the recovery,Charlie Bean,1
Carney faces leadership test,0,0
Bank of England's Carney faces grilling over foreign exchange scandal,0,0
CORRECTED-Bank of England's Carney faces grilling over foreign exchange  ...,0,0
BoE to launch independent forex fixing inquiry,0,0
Mark Carney to face grilling by parliament on plans to modernise Bank,0,0
Carney Faces Foreign Exchange Scandal,0,0
London Report: Carney to face questions over Bank oversight,0,0
Bank of England to hold independent inquiry into FX fixing claims: report,report,1
Carney faces grilling by MPs on currency market rigging scandal,0,0
Soft touch FX regulation falls under harsh glare,0,0
"SAC Capital to rename as Point72 Asset Management, memo says",memo,1
SAC Capital takes new name after insider scandal,0,0
Steve Cohen renames fund Point72 Asset Management,0,0
Cohen Changes SAC Name to Point72 in Family Office Shift,0,0
"SAC Capital Changes Name, Hopes We Can All Forget The Whole Insider  ...",0,0
SAC Capital Starts Anew as Point72,0,0
SAC Renames Itself Point72,0,0
Hedge Fund SAC Capital Renames Itself -- 3rd Update,0,0
SAC Capital's New Name is Point72 Asset Management,0,0
Cohen's SAC Capital Renamed as Point72 Asset Management,0,0
SAC Capital Renames Itself Point72 Asset Management,0,0
Pimco's Gross pledges less control,0,0
U.S. investors closely monitoring Pimco after internal strife,0,0
US investors closely monitoring Pimco after CEO's resignation,0,0
PIMCO Trustee Blasts Bill Gross' $200 Million Salary,0,0
Investors said 'closely monitoring' developments at Pimco,Investors,1
El-Erian Exit Is Distraction As Gross Tries To Save Legacy,0,0
PIMCO strife has institutional investors watching closely,0,0
Investors Are Closely Monitoring Pimco After Internal Strife,0,0
El-Erian Exit Is Pimco Distraction as Gross Saves Legacy,0,0
Global economy needs a boost,0,0
PIMCO's reach for yield,0,0
"$AZSEY, Bond King Trips, El-Erian Ankles Pimco",0,0
Gross vs. El-Erian: Which one is right ?,0,0
2 key senators agree on Fannie-Freddie overhaul,0,0
"Fannie, Freddie shares sink on overhaul plans",0,0
2 key senators reach agreement on Fannie-Freddie overhaul; White House  ...,0,0
"Senate Committee Agrees to Reform Housing, Wind Down GSEs",0,0
"Senate Banking Leaders Outline Plan to Dump Fannie, Freddie",0,0
"Fannie and Freddie Phase Out 'Shocking,' Real Estate Experts Say",Real Estate Experts,1
"Fannie Mae, Freddie Mac Shares Fall on Senate Wind-Down Plan",0,0
"Ackman Suffers $300 Million in Paper Losses as Fannie, Freddie Tumble",0,0
"Bill would eliminate Fannie, Freddie",0,0
"Senate banking leaders reach deal on Fannie, Freddie bill outline",0,0
"Fannie Mae, Freddie Mac plunge seen as 'head scratcher' as blueprint was  ...",0,0
"Fannie Mae, Freddie Mac stocks fall sharply",0,0
Love and hate on the Johnson-Crapo GSE reform effort,0,0
"Shares Of Freddie Mac, Fannie Mae Tank On Housing-Finance Reforms",0,0
Why Fannie Mae and Freddie Mac Shares Plunged Today,0,0
"Fannie Mae, Freddie Mac Shares Fall on Wind-Down Measure",0,0
Frannie investors find a friend in Sen. Toomey,0,0
"Senate banking leaders sketch out Fannie, Freddie bill",0,0
Senators reach agreement on winding down Fannie and Freddie,0,0
Shares of Fannie And Freddie Tumble Amid Blow To Hedge Fund Hopes,0,0
"Fannie Mae, Freddie Mac Would Be Eliminated in Senate Bill",0,0
Deal completed on housing mortgage reform,0,0
Fannie and Freddie: Senate reaches deal,0,0
"Senate Banking Leaders Reach Deal On Fannie, Freddie Future",0,0
So Long Fannie? New Bill Wants To Eliminate Fannie Mae,0,0
The End of Fannie (FNMA) and Freddie (FMCC)?,0,0
Mortgage Market Reform Includes New Insurance Fund,0,0
"UPDATE 2-Senate banking leaders sketch out Fannie, Freddie bill",Freddie bill,1
"Bill would eliminate Fannie Mae, Freddie Mac",0,0
"Fannie, Freddie would be eliminated in Crapo-Johnson bill",0,0
"Key senators agree on plan to replace Fannie Mae, Freddie Mac",0,0
1 Stunning Number from the White House About Fannie Mae and Freddie Mac,0,0
"US projects $179B profit from Fannie Mae, Freddie Mac",Freddie Mac,1
leaders reach housing finance deal,0,0
D.C. walks a fine line in housing reform,0,0
"Today's Mortgage Rates : Real-Time MBS Pricing For March 11, 2014",0,0
Corker Makes Statement On Housing Finance Reform Principles Released By  ...,0,0
"JOHNSON, CRAPO ANNOUNCE AGREEMENT ON HOUSING FINANCE  ...",0,0
Fannie-Freddie Bill Clears Hurdle,0,0
"2 Senators, 1 plan to completely reform housing finance?",0,0
"Home » 2 Senators, 1 plan to completely reform housing finance?",0,0
Senator reach agreement on winding down Fannie and Freddie,0,0
Senators Release Details of New Bill Eliminating Fannie Mae,0,0
The Chattering Class,0,0
"Fannie, Freddie Could Send $179.2 Billion To Taxpayers: White House",White House,1
"Fannie, Freddie profits surprise",0,0
Fannie and Freddie Could Send $179.2 Billion in Profit to Taxpayers,0,0
Fannie Mae and Freddie Mac,0,0
White House: $179B Fannie/Freddie profits expected over 10 years,White House,1
Westhus Reaping Fannie Windfall to Rival Big Short: Mortgages,0,0
Housing Recovery Expected to Press,0,0
"Fannie, Freddie could send $179.2B to US taxpayers",0,0
"Government Projects Profit From Fannie Mae, Freddie Mac To Top $179B",0,0
"White House says Fannie, Freddie could send $179.2 billion in profits to taxpayers",White House,1
"Fannie Mae, Freddie Mac: Put-Back Requests Should Be Shown",0,0
"U.S. Projects $179 Billion Profit From Fannie Mae, Freddie Mac",0,0
"UPDATE 1-Fannie, Freddie could send $179.2 bln to taxpayers -White House",White House,1
"Fannie, Freddie could send $179.2 bln to taxpayers -White House",White House,1
Fannie Mae Survey Focuses on How Housing Recovery is Far From Over,0,0
Dicks Sporting Goods Inc Q4 Earnings Rise; Matches Estimates (DKS),0,0
Dick's Sporting Goods sees strong finish to year,0,0
Dick's Sporting Goods Profit Rises,0,0
"Dick's Sporting Goods Posts Mixed Results, Offers Weak Forecast",0,0
DICK'S Sporting Goods Reports Fourth Quarter and Full Year 2013 Results  ...,0,0
3 reasons why Dick's Sporting Goods isn't dying,0,0
"Dick's Sporting Goods, Inc. (DKS) Reports In-Line Q4 EPS; Issues Mixed Q1  ...",0,0
Dicks Sporting Goods Inc (DKS) news: Dick's Sporting Goods Approaching  ...,0,0
Trade-Ideas: Dick's Sporting Goods (DKS) Is Today's Post-Market Leader Stock,Trade-Ideas,1
Trading Update for Dick's Sporting Goods (DKS),0,0
"Big 5 Sporting Goods Downgraded to ""Underperform"" at Zacks (BGFV)",0,0
Dick's Sporting Goods launches crowd-funding initiative for youth sports,0,0
Undercover Competitor: Modell's CEO Allegedly Masquerades as Dick's  ...,0,0
"Men's Wearhouse, JA Bank sew up $1.8B deal",0,0
Men's Wearhouse to Buy Jos. A. Bank,0,0
"Benzinga's M&A Chatter for Tuesday March 11, 2014",0,0
"Jos A. Bank, Men's Wearhouse cut a deal",0,0
Men's Wearhouse finally buys Jos. A. Bank,0,0
A bid of $1.8 billion suits Jos A Bank just fine,0,0
Men's Wearhouse merger offer of $1.8 billion suits Jos. A. Bank just fine,0,0
Men's Wearhouse is (Finally) Buying Jos. A. Bank,0,0
Men's Wearhouse buying Jos A Bank for $1.8 billion,0,0
Business Digest: Men's Wearhouse to buy Jos. A. Bank for $1.8 billion,Business Digest,1
Men's Wearhouse buys Jos. A. Bank Clothers for $1.8 billion,0,0
Men's Wearhouse Ties Deal,0,0
Suitor Standoff Ends with Men's Wearhouse-Jos. A. Bank Deal,0,0
Men's Wearhouse and Jos. A. Bank: Who Won?,0,0
Jos. A. Bank Sold To Men's Wearhouse; Lawmakers Rexact,0,0
"Men's Wearhouse likes the way rival Jos A Bank looks, sweetened bid caps long  ...",0,0
What to Watch From Men's Wearhouse (Besides Jos. A. Bank),0,0
Home News Business Men's Wearhouse sees rival Jos. A. Bank as a nice...,0,0
"Men's Wearhouse Loss Widens On Weak Sales, Margins",0,0
UPDATE 3-Men's Wearhouse stitches up deal to buy Jos. A. Bank,0,0
Finally: Men's Wearhouse buys Jos. A Bank,0,0
Stocks drop; Men's Wearhouse acquiring Jos. A. Bank; Libya fires on oil tanker  ...,0,0
Men's Warehouse finalizes deal to acquire Jos. A. Bank: Business Buzz,Business Buzz,1
Jos. A. Wearhouse Is Almost a Reality,0,0
What Jos. A. Bank Acquisition Means for Men's Wearhouse (NYSE: MW) Stock,0,0
Men's clothing chains lead stocks...Steady health care signup...Cheese fight,0,0
Men's Wearhouse Agrees to Buy Jos. A. Bank for $1.8 Billion,0,0
Jos. A. Bank agrees to $1.8 billion Men's Wearhouse bid,0,0
"Men's Wearhouse will acquire Jos. A. Bank, ending battle of the suits",0,0
Market Wrap: Men's Wearhouse/Jos. A. Bank Strike Deal; Fuel Cell Stocks Pop  ...,0,0
"Men's Wearhouse, Jos. A. Bank merger elicits caution from financial analysts  ...",0,0
Men's Wearhouse Bid Now Suits Jos. A. Bank Just Fine,0,0
Men's Wearhouse buying Jos. A. Bank Clothiers for $1.8 billion,0,0
"Men's Wearhouse To Acquire Jos. A Bank, Ending Months-Long Feud",0,0
Men's Wearhouse to Buy Jos. A Bank (MW),0,0
Men's Wearhouse buys Jos. A. Bank,0,0
Jos. A. Bank's Eddie Bauer Play Was Key To $1.8B Sale,0,0
Obamacare enrollment surpasses 4.2 million; more young adults signed up,0,0
Mens Wearhouse Nears Deal For Jos. A. Bank,0,0
Long Island locations of Men's Wearhouse and Jos. A. Bank,0,0
$1.8 billion deal will merge Men's Wearhouse and Jos. A. Bank,0,0
Men's Wearhouse and Tux,0,0
Train Reading: No Such Thing as 'Easy Money',0,0
Rival's sweetened bid a good fit for Jos. A. Bank,0,0
Will Antitrust Unravel the Jos. A. Bank/Men's Wearhouse Tie-Up?,0,0
"Men's Wearhouse, Jos. A. Bank suit up in $1.8B deal",0,0
Stocks end a day of choppy trading lower,0,0
Hedge Fund Manager Reaping Fannie Windfall to Rival Big Short,0,0
"US estimates Fannie, Freddie to repay $179.2 bln to taxpayers",0,0
OMB Projects Bigger Returns on Fannie and Freddie,0,0
"US estimates Fannie, Freddie to repay $179.2bn to taxpayers",0,0
"Berkowitz dismisses rationale for GSE ""profit sweep""",0,0
"Housing Recovery Keeps Pressing On, Despite Some Setbacks",0,0
How much profit will Fannie and Freddie return to taxpayers?,0,0
Housing Recovery Expected to Press On Despite Recent Volatility in Consumer  ...,0,0
Berkowitz: Treasury's Rationale for Fannie Bailout Fix Is 'Nonsense',Berkowitz,1
"What one big fund is saying about Fannie, Freddie",0,0
Who gets Fannie's and Freddie's profits?,0,0
Fannie Mae Hitting $10 Soon?,0,0
"We should have killed Fannie, Freddie while we could",0,0
Obama Administration's Lawlessness Finally Hits Home With Investors,0,0
Drilling casts shadow on home mortgages,0,0
4 Companies With Political Risks and Major Upside,0,0
"Fannie Mae, Freddie Mac Surge, With the US Govt as Sole Beneficiary",0,0
Response to the Former Aetna Employee,0,0
"Fannie Mae, Freddie Mac: Future May Lie With Congress, Not Courts",0,0
U.S. Should Reward Longtime Fannie and Freddie Shareholders Over 'Day  ...,0,0
"US Jumps Into Latest Fannie, Freddie Tax Liability Case",0,0
Why Fairholme Is Likely To Win Discovery In Fannie Mae Case,0,0
The Battle For Fannie Mae and Freddie Mac Continues,0,0
Media executives question Comcast-Time Warner Cable deal,0,0
Fox executive raises questions on Comcast-Time Warner Cable merger,0,0
UPDATE 2-Media executives question Comcast-Time Warner Cable deal,0,0
Fox's President Expresses Concerns Over Comcast-Time Warner Merger,0,0
Time Warner CEO to customers on Comcast merger: We'll keep you posted,Time Warner CEO,1
"Following 'True Detective' Crash, Time Warner Cites Focus on HBO Go Tech",0,0
Comcast Goes On Capitol Hill Spending Spree In Advance Of Merger Hearings,0,0
"DirecTV CEO Reiterates Concerns About Comcast, TWC Deal",0,0
Time Warner Chief Downplays HBO Go 'True Detective' Technical Issues,0,0
Time Inc. spinoff probably won't mean name change for Time Warner,0,0
Top Fox Executive Raises Pointed Questions About Comcast-Time Warner  ...,0,0
"Jeff Bewkes Talks HBO, Comcast-Time Warner Deal",0,0
UPDATE 1-Fox exec raises questions on Comcast-Time Warner Cable merger,0,0
Jeff Bewkes Says VOD Could Increase TV Viewing And Program …,Jeff Bewkes,1
Switchboard: Comcast is spending liberally to woo lawmakers,0,0
The Switchboard: Comcast is spending liberally to woo lawmakers,0,0
"Comcast: We're Lobbying Congress For You, The People!",Comcast,1
Comcast-Time Warner Cable Deal May Be Bad News For Roku Owners,0,0
The Real Victim Of The Comcast&Time Warner Merger? Digital Innovation,0,0
Lack of cable competition not moved by merger,0,0
There's one thing Republicans and Democrats can agree on: taking money from  ...,0,0
Controversial billboard gets vandalized,0,0
Sony to Sell TV and Film Content Through Comcast,0,0
"Al Franken Blasts Comcast, Time Warner Cable Merger Again",0,0
City looking into public bike-sharing program,0,0
Shelbyville man accused of criminally abusing child,0,0
Sbarro pizza chain files for bankruptcy,0,0
Independent Watchdogs Wary of Comcast's Pervasive Donations To Politicians,0,0
Jefferson Co. Republicans launch campaign to win black voters,0,0
SLIDESHOW: LMPD SWAT training at U of L silos,0,0
CBS's Norah O'Donnell to Al Franken: 'It's Great to See You in the United States  ...,CBS's Norah O'Donnell,1
Charter CEO Working to Reduce 'Cable Guy' Visits,0,0
Here's How Comcast Plans to Rule American Cable and Internet,0,0
Men arrested for murder in Portland neighborhood,0,0
JCPS to name finalists in School of Innovation competition,0,0
Officials: Shelby County High School student arrested after bringing knife to school,Officials,1
Ind. bill would require nutritional standards - WDRB 41 Louisville News,0,0
Savings fund could provide $200 million for Ind. transportation - WDRB 41  ...,0,0
Franken Says He is Against Comcast/TWC 'Right Now',Franken,1
"3-year-old found in home with active meth lab in Bedford, Ky.",0,0
New Milton Madison Bridge to be slid into place,0,0
[VIDEO] Al Franken Blasts Comcast-Time Warner Merger On 'CBS This Morning',0,0
Comcast's cash in Congress,0,0
Custom-built playhouse on its way to slain officer's son,0,0
"Franken Says Merged Comcast, Time Warner Cable 'Will Be Bad for Consumers'",Franken,1
Price Less Foods holding job fairs starting Wednesday,0,0
National respiratory group concerned about KentuckyOne layoffs,0,0
Two simple maps show us how Comcast is about to take over the country,0,0
Sony Agrees To Sell Movies And TV Shows Via Comcast,0,0
Phase One of Sheppard Square renovations nearly complete,0,0
Smit: TWC Will Go All-Digital,Smit,1
Not all Hoosiers happy with Indiana's latest slogan,0,0
National respiratory group concerned about KentuckyOne layoffs - WDRB 41  ...,0,0
Time Warner Cable says Comcast deal shouldn't deter job applicants,Time Warner Cable,1
Pedestrian killed while crossing Dixie Highway,0,0
"Comcast's Smit: MSO, Time Warner Cable are 'very well aligned'",Comcast's Smit,1
"POLICE: Suspect arrested after shooting, robbing man",POLICE,1
Is the Comcast merger a good or bad thing for consumers?: A PennLive poll,PennLive poll,1
Is Comcast Building the Next Magic Kingdom?,0,0
Man accused of driving US Postal Service truck while drunk,0,0
Woman accused of shooting boyfriend now faces murder charge,0,0
Comcast Makes TWC Case At FCC,0,0
"Preston Gralla: With Comcast deal, say goodbye to the Internet as we've known it",Preston Gralla,1
Playhouse set to be delivered to Hunter Ellis Monday,0,0
"I-65 lane restrictions begin Sunday evening south of Seymour, In - WDRB 41  ...",0,0
Study recommends Green River dam removal,0,0
Facebook page uplifts young cancer victim,0,0
Comcast-Time Warner Cable deal would create formidable giant,0,0
US employers posted more open jobs in January,0,0
Employers posted more open jobs in January,0,0
US employers post more job ads,0,0
JOLTS Data Flashes Warning Sign: Hiring Is Still a Problem,0,0
Labor market in decent shape,0,0
Job openings increased in January as hiring fell,0,0
Job postings rise in January,0,0
Job Openings Were Up In January,0,0
US job openings increase in January,0,0
Hiring and job creation stall in January,0,0
More jobs posted in January than December,0,0
Job openings relatively flat,0,0
Rise in job openings points to rebound,0,0
"Job openings rise in January, but hiring slows",0,0
US employers posted more open jobs in January than December,0,0
Gov't Report: 2.6 Unemployed Americans For Every US Job Opening,0,0
Number of posted job openings increased in Jan.,0,0
January 2014 JOLTS Again Predicts Little Change in the Jobs Situation,0,0
"US employers advertised more jobs in January, a sign hiring should remain steady",0,0
Employers Posted More Job Openings In January,0,0
"Job Openings in the US Increased in January, Hiring Declined",0,0
Job openings data auspicious,0,0
US Job Openings Steady at 4.0 Million in January,0,0
Job openings rise in January,0,0
Job Openings in the US Increased in January as Hiring Fell (1),0,0
"US Set To Release JOLTS Jobs Openings, Expectations Optimistic",0,0
JOB OPENINGS RISE LESS THAN EXPECTATIONS,0,0
Emerging markets to keep lid on activity,0,0
Emerging economies holding back growth: OECD,OECD,1
Emerging economies holding back global recovery: OECD,OECD,1
Growth in advanced economies gains momentum: OECD,OECD,1
Global growth forecast to remain sluggish,0,0
OECD: Growth in advanced economies gains momentum,OECD,1
Emerging Markets Risk Dragging Down Global Growth,0,0
"Growth strengthening in advanced economies, OECD says, despite temporary  ...",OECD,1
"Italy out of recession, but OECD issues growth warning",OECD,1
OECD forecasts emerging economies will hold back global recovery,OECD,1
UK growth 'to outpace G7 states',0,0
"Economy will rebound after rough winter, OECD says",OECD,1
Global growth at risk from mixed momentum: OECD,OECD,1
Recovery proceeds in advanced economies; Mixed in emerging economies,0,0
"OECD says ECB, Bank of Japan should consider adding stimulus",OECD,1
"Emerging economies holding back global recovery, OECD says",OECD,1
OECD: Emerging Economies Holding Back Global Recovery,OECD,1
Stronger Growth for Global Economy but more risks due to Emerging Markets  ...,0,0
Developed economies' comeback threatened by slowdown in emerging ones,0,0
Global Growth Likely To Remain Sluggish,0,0
